date	temp
2016-04-06 07:35:01	63.725
2016-04-06 07:59:01	63.5
2016-04-06 08:25:01	63.275
2016-04-06 08:49:01	63.05
2016-04-06 08:50:01	63.275
2016-04-06 09:11:01	63.5
2016-04-06 09:17:01	63.725
2016-04-06 09:24:01	63.95
2016-04-06 09:37:02	64.175
2016-04-06 09:47:01	64.4
2016-04-06 09:57:01	64.625
2016-04-06 10:11:01	64.85
2016-04-06 10:22:01	65.075
2016-04-06 10:23:02	65.3
2016-04-06 10:24:01	65.525
2016-04-06 10:25:01	65.975
2016-04-06 10:26:02	66.2
2016-04-06 10:27:01	66.425
2016-04-06 10:28:01	66.65
2016-04-06 10:29:02	66.875
2016-04-06 10:30:01	67.1
2016-04-06 10:31:01	67.325
2016-04-06 10:32:02	67.55
2016-04-06 10:34:01	67.775
2016-04-06 10:39:01	67.55
2016-04-06 10:47:01	67.325
2016-04-06 10:51:02	67.55
2016-04-06 10:52:01	67.775
2016-04-06 10:53:01	68.0
2016-04-06 10:54:02	68.225
2016-04-06 10:55:01	68.45
2016-04-06 10:56:01	68.675
2016-04-06 10:57:02	68.9
2016-04-06 10:58:01	69.125
2016-04-06 10:59:01	69.35
2016-04-06 11:00:02	69.575
2016-04-06 11:01:01	69.8
2016-04-06 11:02:01	70.25
2016-04-06 11:04:01	70.475
2016-04-06 11:06:02	70.7
2016-04-06 11:07:01	70.475
2016-04-06 11:12:02	70.25
2016-04-06 11:17:01	70.475
2016-04-06 11:18:01	70.7
2016-04-06 11:19:01	70.925
2016-04-06 11:20:01	71.15
2016-04-06 11:22:01	71.375
2016-04-06 11:28:02	71.15
2016-04-06 11:33:01	70.925
2016-04-06 11:40:02	71.15
2016-04-06 11:41:01	71.375
2016-04-06 11:43:02	71.6
2016-04-06 11:44:01	71.825
2016-04-06 11:45:01	72.05
2016-04-06 11:50:01	71.825
2016-04-06 11:55:01	71.6
2016-04-06 12:00:01	71.375
2016-04-06 12:08:01	71.15
2016-04-06 12:12:02	71.375
2016-04-06 12:14:01	71.6
2016-04-06 12:15:02	71.825
2016-04-06 12:16:01	72.05
2016-04-06 12:17:01	72.275
2016-04-06 12:25:01	72.05
2016-04-06 12:32:01	71.825
2016-04-06 12:40:02	71.6
2016-04-06 13:00:01	71.375
2016-04-06 13:01:02	71.6
2016-04-06 13:04:01	71.825
2016-04-06 13:05:01	72.05
2016-04-06 13:06:01	72.275
2016-04-06 13:07:02	72.5
2016-04-06 13:17:01	72.275
2016-04-06 13:25:01	72.05
2016-04-06 13:37:01	71.825
2016-04-06 14:09:02	71.6
2016-04-06 14:41:02	71.375
2016-04-06 14:53:01	71.6
2016-04-06 14:55:02	71.825
2016-04-06 14:56:01	72.05
